pokemon,tier,usage_pct,raw_count,rank
Sandshrew,LC,1.0423,282,81
Gible,LC,1.0156,407,82
Horsea,LC,0.9954,213,83
Pineco,LC,0.9461,357,84
Nosepass,LC,0.8908,375,85
Dratini,LC,0.8601,299,86
Chingling,LC,0.8417,194,87
Chimchar,LC,0.8417,286,88
Duskull,LC,0.8381,690,89
Totodile,LC,0.8346,279,90
Hatenna,LC,0.7996,269,91
Deerling,LC,0.7896,287,92
Skiddo,LC,0.7815,188,93
Inkay,LC,0.7385,252,94
Cacnea,LC,0.7379,317,95
Grimer,LC,0.7211,148,96
Teddiursa,LC,0.7135,152,97
Clauncher,LC,0.7102,272,98
Arrokuda,LC,0.7075,258,99
Fuecoco,LC,0.6994,300,100
Litleo,LC,0.6703,247,101
Venonat,LC,0.6602,429,102
Phantump,LC,0.6515,181,103
Larvitar,LC,0.6378,176,104
Sandygast,LC,0.6313,166,105
Makuhita,LC,0.6047,168,106
Exeggcute,LC,0.5829,161,107
Cufant,LC,0.5778,172,108
Golett,LC,0.5739,314,109
Blitzle,LC,0.5732,260,110
Scorbunny,LC,0.5519,215,111
Meowth-Alola,LC,0.5508,165,112
Popplio,LC,0.5197,178,113
Charmander,LC,0.518,220,114
Joltik,LC,0.5052,295,115
Sandile,LC,0.4925,202,116
Mankey,LC,0.4898,162,117
Growlithe,LC,0.4755,194,118
Geodude-Alola,LC,0.4681,254,119
Sprigatito,LC,0.4649,132,120
Beldum,LC,0.4643,185,121
Poltchageist,LC,0.4319,165,122
Zorua,LC,0.431,155,123
Wooper,LC,0.4088,278,124
Drowzee,LC,0.4037,116,125
Jangmo-o,LC,0.4032,87,126
Sinistea,LC,0.3928,93,127
Geodude,LC,0.3913,128,128
Shroomish,LC,0.3896,152,129
Fidough,LC,0.3785,140,130
Wooper-Paldea,LC,0.3672,127,131
Rhyhorn,LC,0.3661,132,132
Treecko,LC,0.3539,91,133
Bellsprout,LC,0.3447,134,134
Pikipek,LC,0.3429,92,135
Maschiff,LC,0.3281,87,136
Fennekin,LC,0.313,222,137
Goomy,LC,0.3044,75,138
Litwick,LC,0.2937,156,139
Dreepy,LC,0.2937,142,140
Cleffa,LC,0.2853,137,141
Oddish,LC,0.2841,91,142
Barboach,LC,0.2835,134,143
Skrelp,LC,0.2832,276,144
Yungoos,LC,0.2824,77,145
Bergmite,LC,0.2782,107,146
Bonsly,LC,0.271,104,147
Meowth-Galar,LC,0.2665,70,148
Ralts,LC,0.2622,234,149
Finizen,LC,0.2474,57,150
Frigibax,LC,0.2443,157,151
Phanpy,LC,0.2363,75,152
Varoom,LC,0.2318,58,153
Slugma,LC,0.2204,53,154
Surskit,LC,0.2188,124,155
Applin,LC,0.2011,85,156
Pichu,LC,0.1987,119,157
Piplup,LC,0.1918,54,158
Wiglett,LC,0.1889,66,159
Gimmighoul,LC,0.1875,159,160
Spinarak,LC,0.1856,62,161
Shieldon,LC,0.1832,92,162
Chewtle,LC,0.1782,72,163
Seel,LC,0.1748,64,164
Charcadet,LC,0.1701,92,165
Happiny,LC,0.163,74,166
Noibat,LC,0.1604,85,167
Cubchoo,LC,0.1489,74,168
Sobble,LC,0.143,56,169
Chikorita,LC,0.1416,53,170
Shinx,LC,0.1389,61,171
Rowlet,LC,0.1387,69,172
Oshawott,LC,0.1381,99,173
Swablu,LC,0.123,53,174
Nacli,LC,0.1202,60,175
Spoink,LC,0.1196,83,176
Mudkip,LC,0.1177,178,177
Ducklett,LC,0.1139,66,178
Starly,LC,0.1137,52,179
Shuppet,LC,0.1136,47,180
Tepig,LC,0.1088,73,181
Rockruff,LC,0.1063,26,182
Tyrogue,LC,0.1039,50,183
Slowpoke-Galar,LC,0.101,44,184
Swinub,LC,0.0909,135,185
Tandemaus,LC,0.087,36,186
Snom,LC,0.0833,28,187
Deino,LC,0.083,46,188
Bounsweet,LC,0.076,44,189
Tynamo,LC,0.0735,51,190
Igglybuff,LC,0.073,43,191
Feebas,LC,0.0712,22,192
Combee,LC,0.0682,15,193
Finneon,LC,0.0679,48,194
Rellor,LC,0.063,14,195
Lotad,LC,0.0605,36,196
Hoothoot,LC,0.0605,36,197
Poochyena,LC,0.06,20,198
Sunkern,LC,0.0517,40,199
Mareep,LC,0.0484,33,200
Smoliv,LC,0.0457,25,201
Tarountula,LC,0.0445,18,202
Hoppip,LC,0.0416,27,203
Rookidee,LC,0.0388,12,204
Gulpin,LC,0.0361,29,205
Capsakid,LC,0.0345,22,206
Petilil,LC,0.0336,20,207
Lechonk,LC,0.0287,32,208
Sewaddle,LC,0.0259,26,209
Rolycoly,LC,0.0238,13,210
Pawmi,LC,0.0229,13,211
Sentret,LC,0.0203,11,212
Milcery,LC,0.018,18,213
Rockruff-Dusk,LC,0.0149,6,214
Slakoth,LC,0.0141,5,215
Skwovet,LC,0.0109,9,216
Incineroar,Doubles OU,29.3334,155526,1
Tornadus,Doubles OU,19.1233,59272,2
Ogerpon-Wellspring,Doubles OU,18.4403,58239,3
Landorus,Doubles OU,18.0569,38516,4
Rillaboom,Doubles OU,17.9994,68588,5
Gholdengo,Doubles OU,17.3987,78260,6
Chien-Pao,Doubles OU,16.7202,51065,7
Iron Hands,Doubles OU,15.8124,58135,8
Torkoal,Doubles OU,15.2137,81932,9
Indeedee-F,Doubles OU,15.1292,67358,10
Chi-Yu,Doubles OU,14.7582,43553,11
Raging Bolt,Doubles OU,13.8048,43712,12
Dragonite,Doubles OU,12.3163,59150,13
Diancie,Doubles OU,11.6453,30655,14
Glimmora,Doubles OU,11.537,41881,15
Sinistcha,Doubles OU,11.4506,55420,16
Farigiraf,Doubles OU,10.7773,59150,17
Ogerpon-Hearthflame,Doubles OU,9.8636,22702,18
Ursaluna,Doubles OU,9.8005,50631,19
Kingambit,Doubles OU,9.6453,44685,20
Amoonguss,Doubles OU,9.5117,84738,21
Ninetales-Alola,Doubles OU,9.1673,43523,22
Cresselia,Doubles OU,8.7209,43948,23
Tyranitar,Doubles OU,8.7055,37299,24
Sneasler,Doubles OU,8.1201,45175,25
Whimsicott,Doubles OU,7.9403,63237,26
Hatterene,Doubles OU,7.7993,43701,27
Ting-Lu,Doubles OU,7.7851,19357,28
Walking Wake,Doubles OU,7.7575,39024,29
Ursaluna-Bloodmoon,Doubles OU,7.3443,44077,30
Roaring Moon,Doubles OU,7.2893,16846,31
Pelipper,Doubles OU,6.9444,44535,32
Grimmsnarl,Doubles OU,6.3964,47099,33
Primarina,Doubles OU,5.9341,28343,34
Kyurem,Doubles OU,5.4523,11406,35
Regidrago,Doubles OU,5.4495,18775,36
Landorus-Therian,Doubles OU,5.4192,34300,37
Gouging Fire,Doubles OU,5.3448,15143,38
Excadrill,Doubles OU,4.9595,15917,39
Hoopa-Unbound,Doubles OU,4.5041,10531,40
Indeedee,Doubles OU,4.4448,15008,41
Okidogi,Doubles OU,4.1101,5962,42
Volcanion,Doubles OU,3.8764,12319,43
Dragapult,Doubles OU,3.854,24236,44
Iron Bundle,Doubles OU,3.8442,18418,45
Iron Crown,Doubles OU,3.7953,8470,46
Gallade,Doubles OU,3.2193,8891,47
Ogerpon-Cornerstone,Doubles OU,3.0907,11286,48
Garganacl,Doubles OU,2.6603,22326,49
Mew,Doubles OU,2.6027,13438,50
Goodra-Hisui,Doubles OU,2.5509,11435,51
Lilligant-Hisui,Doubles OU,2.5329,17896,52
Weezing-Galar,Doubles OU,2.5087,14410,53
Armarouge,Doubles OU,2.496,19597,54
Clefairy,Doubles OU,2.4875,15311,55
Smeargle,Doubles OU,2.4558,14462,56
Scizor,Doubles OU,2.4197,13564,57
Corviknight,Doubles OU,2.3828,15839,58
Moltres-Galar,Doubles OU,2.3393,13602,59
Typhlosion-Hisui,Doubles OU,2.2698,20329,60
Zapdos-Galar,Doubles OU,2.136,5523,61
Volcarona,Doubles OU,2.1217,24408,62
Baxcalibur,Doubles OU,1.9552,12085,63
Garchomp,Doubles OU,1.8235,25642,64
Gastrodon,Doubles OU,1.8195,19855,65
Terrakion,Doubles OU,1.7453,7839,66
Porygon2,Doubles OU,1.7418,17471,67
Basculegion-F,Doubles OU,1.6676,13354,68
Spectrier,Doubles OU,1.6327,4746,69
Heatran,Doubles OU,1.5708,15329,70
Murkrow,Doubles OU,1.5367,12187,71
Iron Valiant,Doubles OU,1.5339,8574,72
Houndstone,Doubles OU,1.5321,8155,73
Moltres,Doubles OU,1.476,2674,74
Articuno-Galar,Doubles OU,1.4699,4320,75
Kingdra,Doubles OU,1.4212,13192,76
Enamorus,Doubles OU,1.2917,6758,77
Araquanid,Doubles OU,1.282,9574,78
Maushold,Doubles OU,1.265,17323,79
Stantler,Doubles OU,1.2648,1760,80
Pecharunt,Doubles OU,1.2117,8446,81
Milotic,Doubles OU,1.1717,12098,82
Thundurus,Doubles OU,1.1699,9356,83
Wo-Chien,Doubles OU,1.1216,5169,84
Politoed,Doubles OU,1.0894,13188,85
Metagross,Doubles OU,1.062,15229,86
Flamigo,Doubles OU,1.031,17313,87
Dondozo,Doubles OU,1.0073,5171,88
Gengar,Doubles OU,0.9724,10987,89
Reuniclus,Doubles OU,0.9593,5732,90
Ribombee,Doubles OU,0.8969,7293,91
Deoxys,Doubles OU,0.8948,3788,92
Comfey,Doubles OU,0.8862,15079,93
Glastrier,Doubles OU,0.88,3283,94
Sylveon,Doubles OU,0.8476,10171,95
Ninetales,Doubles OU,0.8189,12770,96
Kommo-o,Doubles OU,0.7611,11270,97
Hitmontop,Doubles OU,0.7193,5828,98
Regigigas,Doubles OU,0.7169,6988,99
Palafin,Doubles OU,0.7036,7172,100
Samurott-Hisui,Doubles OU,0.6971,5380,101
Stonjourner,Doubles OU,0.6897,2513,102
Kilowattrel,Doubles OU,0.6887,8632,103
Blaziken,Doubles OU,0.6867,10370,104
Malamar,Doubles OU,0.6661,12395,105
Hydreigon,Doubles OU,0.6647,7098,106
Tsareena,Doubles OU,0.6591,3657,107
Brute Bonnet,Doubles OU,0.6583,7305,108
Orthworm,Doubles OU,0.6536,3983,109
Sableye,Doubles OU,0.6458,10822,110
Gyarados,Doubles OU,0.6287,11237,111
Gliscor,Doubles OU,0.6234,14290,112
Kleavor,Doubles OU,0.5958,8470,113
Chansey,Doubles OU,0.5882,2483,114
Zoroark-Hisui,Doubles OU,0.5866,9292,115
Latios,Doubles OU,0.5782,9045,116
Great Tusk,Doubles OU,0.5741,8952,117
Bruxish,Doubles OU,0.5633,2370,118
Arcanine-Hisui,Doubles OU,0.5623,9066,119
Abomasnow,Doubles OU,0.5615,6162,120
Enamorus-Therian,Doubles OU,0.5515,1492,121
Regieleki,Doubles OU,0.5503,10127,122
Arcanine,Doubles OU,0.5444,7829,123
Snorlax,Doubles OU,0.5431,6614,124
Slaking,Doubles OU,0.5409,9967,125
Bronzong,Doubles OU,0.5308,5702,126
Charizard,Doubles OU,0.528,10048,127
Mamoswine,Doubles OU,0.5266,5181,128
Zapdos,Doubles OU,0.496,6395,129
Conkeldurr,Doubles OU,0.4829,4454,130
Ditto,Doubles OU,0.4678,4488,131
Sceptile,Doubles OU,0.4464,2785,132
Mimikyu,Doubles OU,0.4395,7754,133
Manaphy,Doubles OU,0.4384,2408,134
Ceruledge,Doubles OU,0.434,10832,135
Espathra,Doubles OU,0.43,4628,136
Ludicolo,Doubles OU,0.4281,4839,137
Lycanroc,Doubles OU,0.4215,2280,138
Entei,Doubles OU,0.4175,2169,139
Chandelure,Doubles OU,0.4148,6503,140
Torterra,Doubles OU,0.4034,2730,141
Mienshao,Doubles OU,0.3924,3615,142
Cinderace,Doubles OU,0.3918,4912,143
Keldeo,Doubles OU,0.3912,2241,144
Slither Wing,Doubles OU,0.3885,2112,145
Gardevoir,Doubles OU,0.3879,6811,146
Weezing,Doubles OU,0.3872,5556,147
Cetitan,Doubles OU,0.3756,3059,148
Deoxys-Speed,Doubles OU,0.3749,1982,149
Iron Boulder,Doubles OU,0.3643,3086,150
Lurantis,Doubles OU,0.3537,4137,151
Talonflame,Doubles OU,0.3535,12536,152
Oranguru,Doubles OU,0.3525,11991,153
Muk-Alola,Doubles OU,0.3523,6444,154
Krookodile,Doubles OU,0.3499,6947,155
Primeape,Doubles OU,0.3479,2949,156
Shaymin-Sky,Doubles OU,0.3417,2236,157
Clodsire,Doubles OU,0.3329,6613,158
Necrozma,Doubles OU,0.3307,1184,159
Mandibuzz,Doubles OU,0.3233,1145,160
Thundurus-Therian,Doubles OU,0.3232,4947,161
Dudunsparce,Doubles OU,0.3149,4062,162
Hippowdon,Doubles OU,0.3128,6022,163
Toxapex,Doubles OU,0.3047,10951,164
Weavile,Doubles OU,0.2982,6882,165
Tornadus-Therian,Doubles OU,0.2966,1670,166
Breloom,Doubles OU,0.2935,4588,167
Dusclops,Doubles OU,0.2866,5867,168
Azumarill,Doubles OU,0.278,8700,169
Empoleon,Doubles OU,0.2769,7188,170
Tauros-Paldea-Blaze,Doubles OU,0.2758,1564,171
Bisharp,Doubles OU,0.2678,3256,172
Golem,Doubles OU,0.261,853,173
Suicune,Doubles OU,0.2604,2244,174
Regice,Doubles OU,0.2591,3105,175
Braviary-Hisui,Doubles OU,0.2589,2158,176
Electabuzz,Doubles OU,0.2488,2178,177
Meowscarada,Doubles OU,0.2453,13428,178
Jumpluff,Doubles OU,0.2347,4292,179
Venusaur,Doubles OU,0.2316,8724,180
Scrafty,Doubles OU,0.2301,8249,181
Jirachi,Doubles OU,0.2241,3961,182
Clefable,Doubles OU,0.2213,10703,183
Scream Tail,Doubles OU,0.2213,3531,184
Brambleghast,Doubles OU,0.2163,1964,185
Pawmot,Doubles OU,0.2148,5497,186
Registeel,Doubles OU,0.2091,1659,187
Iron Moth,Doubles OU,0.2074,7237,188
Klefki,Doubles OU,0.2039,4274,189
Sandy Shocks,Doubles OU,0.2031,2005,190
Serperior,Doubles OU,0.2002,10287,191
Ogerpon,Doubles OU,0.1974,1691,192
Pincurchin,Doubles OU,0.1916,5672,193
Slowbro,Doubles OU,0.1827,2560,194
Donphan,Doubles OU,0.1804,990,195
Greninja,Doubles OU,0.1741,7593,196
Meloetta,Doubles OU,0.1712,1958,197
Salamence,Doubles OU,0.1689,5504,198
Tinkaton,Doubles OU,0.1664,4992,199
Rotom-Wash,Doubles OU,0.1651,7192,200
Umbreon,Doubles OU,0.1642,4555,201
Coalossal,Doubles OU,0.1639,3131,202
Golem-Alola,Doubles OU,0.1637,3949,203
Hydrapple,Doubles OU,0.1607,4462,204
Carbink,Doubles OU,0.1603,1278,205
Gothitelle,Doubles OU,0.1598,2091,206
Meowstic,Doubles OU,0.1577,3578,207
Slowking-Galar,Doubles OU,0.15,6201,208
Skarmory,Doubles OU,0.1438,2938,209
Articuno,Doubles OU,0.1438,2187,210
Magmar,Doubles OU,0.1427,3459,211
Avalugg,Doubles OU,0.1422,1243,212
Blastoise,Doubles OU,0.1372,7066,213
Rhyperior,Doubles OU,0.1352,3338,214
Inteleon,Doubles OU,0.1333,2630,215
Crawdaunt,Doubles OU,0.1311,1874,216
Toedscruel,Doubles OU,0.1284,4530,217
Shiftry,Doubles OU,0.1274,2956,218
Lokix,Doubles OU,0.1264,2982,219
Oricorio-Sensu,Doubles OU,0.1245,7530,220
Dachsbun,Doubles OU,0.1228,2579,221
Rotom-Frost,Doubles OU,0.1228,1073,222
Fezandipiti,Doubles OU,0.1186,2813,223
Beartic,Doubles OU,0.118,2154,224
Sneasel,Doubles OU,0.111,285,225
Noivern,Doubles OU,0.1104,4918,226
Barraskewda,Doubles OU,0.1085,5146,227
Iron Jugulis,Doubles OU,0.1071,1848,228
Skeledirge,Doubles OU,0.106,6688,229
Alcremie,Doubles OU,0.1046,6998,230
Rampardos,Doubles OU,0.1011,2737,231
Goodra,Doubles OU,0.1009,2700,232
Toxtricity,Doubles OU,0.0993,4435,233
Deoxys-Defense,Doubles OU,0.0988,4009,234
Regirock,Doubles OU,0.0985,1392,235
Camerupt,Doubles OU,0.0983,984,236
Illumise,Doubles OU,0.097,1842,237
Iron Treads,Doubles OU,0.0952,2099,238
Jolteon,Doubles OU,0.0951,4491,239
Latias,Doubles OU,0.0949,2792,240
Overqwil,Doubles OU,0.0924,4398,241
Bastiodon,Doubles OU,0.0893,1881,242
Golduck,Doubles OU,0.0826,3213,243
Clawitzer,Doubles OU,0.0815,1707,244
Espeon,Doubles OU,0.0811,4823,245
Flygon,Doubles OU,0.0808,1662,246
Slowpoke,Doubles OU,0.0805,1854,247
Blissey,Doubles OU,0.0767,4294,248
Perrserker,Doubles OU,0.0765,817,249
Mudsdale,Doubles OU,0.0762,3456,250
Piloswine,Doubles OU,0.0758,222,251
Oricorio-Pom-Pom,Doubles OU,0.0757,5966,252
Frosmoth,Doubles OU,0.0756,2742,253
Typhlosion,Doubles OU,0.0755,2573,254
Quaquaval,Doubles OU,0.0744,5616,255
Drifblim,Doubles OU,0.0741,2835,256
Duraludon,Doubles OU,0.0739,1389,257
Scovillain,Doubles OU,0.0722,2545,258
Lapras,Doubles OU,0.0718,6060,259
Raichu,Doubles OU,0.0717,7045,260
Slowking,Doubles OU,0.07,1903,261
Palossand,Doubles OU,0.07,1239,262
Galvantula,Doubles OU,0.0698,3239,263
Lucario,Doubles OU,0.0686,5995,264
Spiritomb,Doubles OU,0.0678,1646,265
Houndoom,Doubles OU,0.0671,1263,266
Lilligant,Doubles OU,0.067,3695,267
Hariyama,Doubles OU,0.0668,2391,268
Vikavolt,Doubles OU,0.0645,2378,269
Tatsugiri,Doubles OU,0.063,2100,270
Electivire,Doubles OU,0.0608,2382,271
Toxicroak,Doubles OU,0.0578,4415,272
Luxray,Doubles OU,0.0573,2022,273
Glaceon,Doubles OU,0.0566,1878,274
Decidueye-Hisui,Doubles OU,0.0523,2238,275
Misdreavus,Doubles OU,0.0515,565,276
Chesnaught,Doubles OU,0.051,2225,277
Salazzle,Doubles OU,0.051,3663,278
Dragalge,Doubles OU,0.0496,2386,279
Rhydon,Doubles OU,0.0494,1526,280
Golurk,Doubles OU,0.0492,3118,281
Veluza,Doubles OU,0.049,357,282
Vaporeon,Doubles OU,0.048,3694,283
Cyclizar,Doubles OU,0.0456,2555,284
Slowbro-Galar,Doubles OU,0.0455,1882,285
Heracross,Doubles OU,0.0453,2269,286
Delphox,Doubles OU,0.0453,2186,287
Exeggutor,Doubles OU,0.0452,1850,288
Floatzel,Doubles OU,0.0444,1085,289
Crabominable,Doubles OU,0.044,1049,290
Lycanroc-Dusk,Doubles OU,0.0429,1749,291
Eelektross,Doubles OU,0.0429,3451,292
Staraptor,Doubles OU,0.0427,2435,293
Porygon-Z,Doubles OU,0.0412,3010,294
Munkidori,Doubles OU,0.0407,1289,295
Oricorio,Doubles OU,0.0393,2460,296
Swampert,Doubles OU,0.0388,4270,297
Cinccino,Doubles OU,0.0381,1755,298
Sandslash-Alola,Doubles OU,0.0377,1385,299
Torracat,Doubles OU,0.0376,338,300
Grafaiai,Doubles OU,0.0371,3604,301
Magnezone,Doubles OU,0.0365,2704,302
Arboliva,Doubles OU,0.0364,4226,303
Cobalion,Doubles OU,0.0355,1325,304
Charjabug,Doubles OU,0.0354,691,305
Rotom-Heat,Doubles OU,0.0339,2384,306
Alomomola,Doubles OU,0.0333,2535,307
Rabsca,Doubles OU,0.0318,2806,308
Raikou,Doubles OU,0.0308,1033,309
Braviary,Doubles OU,0.0305,1405,310
Decidueye,Doubles OU,0.0296,1464,311
Ambipom,Doubles OU,0.0295,3618,312
Medicham,Doubles OU,0.0291,3165,313
Trevenant,Doubles OU,0.0276,2073,314
Vivillon,Doubles OU,0.0273,2511,315
Wyrdeer,Doubles OU,0.0272,1398,316
Azelf,Doubles OU,0.0272,1081,317
Ampharos,Doubles OU,0.0256,1461,318
Volbeat,Doubles OU,0.0251,1682,319
Appletun,Doubles OU,0.0246,1481,320
Exeggutor-Alola,Doubles OU,0.0242,1550,321
Hitmonlee,Doubles OU,0.0239,1101,322
Dragonair,Doubles OU,0.0233,165,323
Infernape,Doubles OU,0.0233,2562,324
Masquerain,Doubles OU,0.0225,1318,325
Froslass,Doubles OU,0.0222,2788,326
Forretress,Doubles OU,0.0221,2035,327
Scyther,Doubles OU,0.0207,1592,328
Altaria,Doubles OU,0.0202,1664,329
Persian-Alola,Doubles OU,0.0202,807,330
Klawf,Doubles OU,0.0199,513,331
Bellibolt,Doubles OU,0.0193,1610,332
Electrode-Hisui,Doubles OU,0.0193,1774,333
Numel,Doubles OU,0.0189,882,334
Copperajah,Doubles OU,0.0189,799,335
Leafeon,Doubles OU,0.0188,2432,336
Thwackey,Doubles OU,0.0186,274,337
Hawlucha,Doubles OU,0.0185,2597,338
Avalugg-Hisui,Doubles OU,0.0183,920,339
Poliwrath,Doubles OU,0.0179,2037,340
Dusknoir,Doubles OU,0.0176,1364,341
Tauros-Paldea-Aqua,Doubles OU,0.0175,1234,342
Emboar,Doubles OU,0.0175,1181,343
Servine,Doubles OU,0.0174,37,344
Iron Leaves,Doubles OU,0.0173,1564,345
Tentacruel,Doubles OU,0.0168,1120,346
Cloyster,Doubles OU,0.0162,2632,347
Florges,Doubles OU,0.0161,1755,348
Flapple,Doubles OU,0.0153,299,349
Cryogonal,Doubles OU,0.0149,815,350
Yanmega,Doubles OU,0.0147,1557,351
Pachirisu,Doubles OU,0.0139,1795,352
Morpeko,Doubles OU,0.0139,617,353
Passimian,Doubles OU,0.0135,1323,354
Polteageist,Doubles OU,0.0135,1457,355
Ariados,Doubles OU,0.0133,656,356
Pikachu,Doubles OU,0.0126,1892,357
Glalie,Doubles OU,0.0125,276,358
Feraligatr,Doubles OU,0.0123,2009,359
Zweilous,Doubles OU,0.0122,169,360
Haxorus,Doubles OU,0.0121,2909,361
Flareon,Doubles OU,0.012,1453,362
Rotom-Mow,Doubles OU,0.0119,388,363
Dugtrio,Doubles OU,0.0115,1136,364
Iron Thorns,Doubles OU,0.0115,844,365
Uxie,Doubles OU,0.0114,677,366
Qwilfish-Hisui,Doubles OU,0.0113,637,367
Greedent,Doubles OU,0.0111,446,368
Vespiquen,Doubles OU,0.0106,313,369
Sandaconda,Doubles OU,0.0103,1084,370
Eiscue,Doubles OU,0.0101,1023,371
Landorus-Therian,National Dex,18.7848,144296,1
Alomomola,National Dex,16.0815,120825,2
Great Tusk,National Dex,16.0375,123158,3
Gholdengo,National Dex,15.4527,121457,4
Raging Bolt,National Dex,11.7665,86149,5
Kingambit,National Dex,11.0865,88565,6
Ferrothorn,National Dex,10.3182,102716,7
Ogerpon-Wellspring,National Dex,10.2664,73884,8
Tapu Lele,National Dex,9.9432,72535,9
Garchomp,National Dex,9.8118,92124,10
Gliscor,National Dex,9.6359,93292,11
Zamazenta,National Dex,9.5791,63416,12
Zapdos,National Dex,9.5498,74122,13
Corviknight,National Dex,9.3797,83375,14
Urshifu-Rapid-Strike,National Dex,9.1995,75925,15
Terapagos,National Dex,9.1674,64639,16
Charizard-Mega-Y,National Dex,8.803,80446,17
Slowking-Galar,National Dex,8.7926,68620,18
Heatran,National Dex,8.7492,74166,19
Hatterene,National Dex,8.5731,73572,20
Iron Valiant,National Dex,8.4879,71282,21
Tapu Koko,National Dex,8.4726,72519,22
Volcarona,National Dex,8.3725,82559,23
Diancie-Mega,National Dex,8.0317,60912,24
Moltres,National Dex,7.687,58794,25
Iron Treads,National Dex,7.206,53840,26
Dragonite,National Dex,7.1931,67775,27
Scizor-Mega,National Dex,7.1543,63383,28
Lopunny-Mega,National Dex,6.4564,60174,29
Samurott-Hisui,National Dex,6.3019,50495,30
Kyurem,National Dex,5.8908,43461,31
Toxapex,National Dex,5.541,55200,32
Melmetal,National Dex,5.3827,44398,33
Ceruledge,National Dex,5.1942,51166,34
Cinderace,National Dex,5.0696,50399,35
Ting-Lu,National Dex,4.9596,35038,36
Clodsire,National Dex,4.8917,46776,37
Pelipper,National Dex,4.6853,46530,38
Kartana,National Dex,4.6039,44988,39
Rillaboom,National Dex,4.3006,39403,40
Charizard-Mega-X,National Dex,4.2058,41421,41
Tyranitar,National Dex,4.1585,41930,42
Tornadus-Therian,National Dex,4.1211,30661,43
Latios-Mega,National Dex,4.04,31220,44
Swampert-Mega,National Dex,3.7116,36646,45
Mawile-Mega,National Dex,3.6703,33662,46
Greninja,National Dex,3.5244,46719,47
Slowbro,National Dex,3.4811,27647,48
Tyranitar-Mega,National Dex,3.4325,30558,49
Venusaur-Mega,National Dex,3.3355,30066,50
Ursaluna,National Dex,3.1465,28434,51
Kommo-o,National Dex,3.0943,30125,52
Meowscarada,National Dex,3.0076,33494,53
Excadrill,National Dex,2.9439,34218,54
Serperior,National Dex,2.9253,35396,55
Clefable,National Dex,2.9251,29952,56
Blissey,National Dex,2.8563,26317,57
Tapu Fini,National Dex,2.7194,24023,58
Weavile,National Dex,2.6764,30322,59
Gyarados-Mega,National Dex,2.5682,23385,60
Blaziken,National Dex,2.5282,28241,61
Torkoal,National Dex,2.5126,27958,62
Chansey,National Dex,2.5096,23543,63
Victini,National Dex,2.4788,22189,64
Archaludon,National Dex,2.4431,23942,65
Beedrill-Mega,National Dex,2.421,33321,66
Glimmora,National Dex,2.4028,28500,67
Dondozo,National Dex,2.31,20228,68
Hoopa-Unbound,National Dex,2.2471,17855,69
Iron Crown,National Dex,2.2359,16904,70
Medicham-Mega,National Dex,2.2234,19010,71
Rotom-Wash,National Dex,2.2159,27175,72
Pecharunt,National Dex,2.1121,18483,73
Iron Moth,National Dex,2.1024,20347,74
Aegislash,National Dex,2.0911,28079,75
Araquanid,National Dex,2.0514,21712,76
Sableye-Mega,National Dex,1.9762,20195,77
Cresselia,National Dex,1.9688,15555,78
Ninetales-Alola,National Dex,1.9558,23892,79
Gardevoir-Mega,National Dex,1.9291,22271,80
Grimmsnarl,National Dex,1.8802,24743,81
Porygon2,National Dex,1.8428,17734,82
Skarmory,National Dex,1.7975,19366,83
Hawlucha,National Dex,1.7592,19593,84
Garganacl,National Dex,1.7464,20245,85
Pinsir-Mega,National Dex,1.7407,14621,86
Ribombee,National Dex,1.7147,19272,87
Venusaur,National Dex,1.6944,18952,88
Celesteela,National Dex,1.5907,15709,89
Magnezone,National Dex,1.5862,17588,90
Zeraora,National Dex,1.5322,18386,91
Hydreigon,National Dex,1.4726,20553,92
Ogerpon-Cornerstone,National Dex,1.4557,11504,93
Goodra-Hisui,National Dex,1.398,19368,94
Blacephalon,National Dex,1.3887,16251,95
Latios,National Dex,1.3674,12901,96
Barraskewda,National Dex,1.336,12972,97
Garchomp-Mega,National Dex,1.3349,17602,98
Gengar,National Dex,1.2617,22483,99
Iron Hands,National Dex,1.2554,12070,100
Scizor,National Dex,1.2189,18259,101
Keldeo,National Dex,1.1707,9698,102
Kingdra,National Dex,1.1468,13018,103
Tangrowth,National Dex,1.1462,9415,104
Banette-Mega,National Dex,1.1301,11498,105
Marowak-Alola,National Dex,1.1236,11905,106
Thundurus-Therian,National Dex,1.0923,10710,107
Xurkitree,National Dex,1.0804,14010,108
Volcanion,National Dex,1.0602,11112,109
Salamence,National Dex,1.06,14884,110
Shedinja,National Dex,1.0599,10965,111
Weezing-Galar,National Dex,1.0521,11354,112
Gyarados,National Dex,1.0292,16732,113
Zoroark-Hisui,National Dex,1.0102,17853,114
Hippowdon,National Dex,1.0001,10265,115
Jirachi,National Dex,0.993,10335,116
Togekiss,National Dex,0.9888,18337,117
Polteageist,National Dex,0.973,8943,118
Aerodactyl-Mega,National Dex,0.9611,11542,119
Porygon-Z,National Dex,0.9428,13263,120
Azumarill,National Dex,0.9176,14589,121
Altaria-Mega,National Dex,0.9151,11011,122
Hydrapple,National Dex,0.9023,11235,123
Nidoking,National Dex,0.892,13899,124
Gallade-Mega,National Dex,0.864,13606,125
Arcanine-Hisui,National Dex,0.8613,10637,126
Zapdos-Galar,National Dex,0.8599,7563,127
